well_id,production_date,oil_volume_bbl,gas_volume_mcf,water_volume_bbl,days_online,choke_size_inches,tubing_pressure_psi,casing_pressure_psi,water_cut,gor
TM-002,2024-01-01,20849.9,29110.8,6350.3,30,0.5,407.0,463.0,0.2334651951088595,1396.2081352908167
SB-012,2021-07-01,9989.8,20955.8,3289.0,15,0.625,340.0,348.0,0.24768804410037054,2097.719674067549
TM-002,2023-12-01,19623.9,28927.0,6070.7,30,0.75,338.0,950.0,0.23626365072816854,1474.0698841718515
BH-010,2024-12-01,2521.3,5095.5,2048.0,30,0.5,351.0,1060.0,0.4482086971746219,2020.981239836592
SB-025,2023-10-01,8578.4,14528.1,1465.4,30,0.75,691.0,630.0,0.14590095382225854,1693.567565047095
TM-018,2024-05-01,7924.6,11373.8,5609.5,30,0.75,737.0,917.0,0.4144715939737404,1435.2522524796204
TM-024,2019-06-01,24553.6,25194.0,4075.2,30,0.375,202.0,706.0,0.14234616889286314,1026.0817151049134
BH-014,2025-02-01,3620.5,3720.3,1575.8,30,0.5,558.0,547.0,0.3032542385928449,1027.5652534180363
TM-024,2025-04-01,750.0,1036.4,851.4,30,0.75,302.0,423.0,0.5316597976770325,1381.8666666666668
SB-016,2021-12-01,57066.9,52340.8,13855.1,30,0.5,726.0,1005.0,0.19535687092862583,917.1831657230373
BH-011,2023-07-01,7667.7,4512.0,3715.7,30,0.625,435.0,446.0,0.3264139009434791,588.4424273250128
SB-008,2024-02-01,2375.3,3960.3,1330.3,30,0.25,255.0,479.0,0.35899719343696024,1667.2841325306276
SB-006,2022-10-01,7183.4,4351.0,3944.0,30,0.75,491.0,449.0,0.35444039038769165,605.7020352479327
TM-019,2022-06-01,0.0,0.0,0.0,0,0.625,,,0.0,0.0
SB-023,2020-02-01,37374.2,47759.3,4571.7,30,0.625,733.0,721.0,0.10899039000236019,1277.8681550374324
TM-003,2025-10-01,2512.6,1112.9,718.3,28,0.5,298.0,1015.0,0.22232195363521,442.9276446708589
SB-025,2023-12-01,6997.3,14724.0,1465.1,30,0.5,673.0,937.0,0.1731305539799584,2104.2402069369614
TM-003,2024-04-01,6672.9,3064.3,1363.7,30,0.75,568.0,450.0,0.1696861857004206,459.21563338278713
BH-015,2021-06-01,0.0,0.0,0.0,0,0.625,,,0.0,0.0
SB-006,2025-04-01,3253.8,1724.3,3330.3,30,0.625,746.0,902.0,0.5058094500387297,529.9342307455897
TM-018,2020-12-01,24236.8,44692.4,7658.5,28,0.5,683.0,359.0,0.24011374716651043,1843.9893055188804
TM-019,2022-08-01,8942.1,7306.0,3743.8,30,0.75,318.0,852.0,0.2951150489913999,817.0340300376869
TM-019,2025-08-01,2327.7,1667.7,1758.2,30,0.75,354.0,924.0,0.4303091118235885,716.4583064827942
SB-012,2022-10-01,6120.6,12394.8,2815.4,30,0.625,285.0,987.0,0.3150626678603402,2025.095578864817
SB-023,2020-04-01,32816.1,37557.5,3642.3,30,0.5,666.0,797.0,0.0999029030346916,1144.4839575696076
TM-007,2019-10-01,19781.0,13500.3,3605.9,30,0.75,355.0,354.0,0.15418460762221586,682.4882462969516
BH-011,2021-09-01,17957.4,11188.9,5296.2,25,0.75,768.0,566.0,0.2277582825885024,623.0801786450154
TM-002,2024-03-01,15961.0,33645.6,6921.5,30,0.5,539.0,927.0,0.30248006118212606,2107.988221289393
SB-006,2023-04-01,6615.4,4058.4,4155.2,30,0.75,779.0,483.0,0.38579094943642883,613.4776430752487
TM-018,2025-02-01,7588.8,9558.7,6559.5,30,0.375,335.0,531.0,0.46362460507622827,1259.57990723171
TM-019,2022-12-01,9139.0,6314.0,2334.6,15,0.25,494.0,608.0,0.20347580532701157,690.8852172010066
SB-023,2020-06-01,27866.6,36759.1,4291.5,30,0.25,446.0,790.0,0.13345004835484683,1319.109615094773
TM-004,2023-01-01,34009.8,38602.5,8964.4,28,0.5,657.0,864.0,0.20859957835166212,1135.0404883298343
BH-014,2022-07-01,21238.1,24468.7,3347.8,30,0.625,644.0,490.0,0.1361674781073705,1152.1134188086505
TM-003,2025-01-01,3942.4,,1136.9,30,0.625,720.0,938.0,0.22383005532258382,0.0
SB-025,2025-03-01,3479.8,5430.7,1027.3,30,0.375,709.0,309.0,0.22792926715626452,1560.6356687165928
TM-018,2020-08-01,25555.0,46113.1,8384.8,30,0.25,386.0,377.0,0.247049187090083,1804.4648796712972
BH-011,2024-04-01,5347.3,3249.2,3342.3,30,0.75,692.0,1044.0,0.38463220401399373,607.6337590933742
TM-018,2023-05-01,11172.7,15397.4,6734.3,30,0.25,794.0,335.0,0.376070810297649,1378.1270418072622
SB-012,2024-12-01,2923.3,5102.2,2354.7,25,0.375,632.0,1137.0,0.4461348995831754,1745.3562754421373
SB-009,2022-08-01,57240.3,75631.3,9260.2,28,0.375,244.0,638.0,0.13925008082645995,1321.2946123622692
BH-010,2023-02-01,9173.1,14940.5,3948.7,30,0.375,731.0,1106.0,0.300926702129281,1628.7296551874501
SB-023,2021-03-01,23220.2,31656.5,4757.8,30,0.75,765.0,358.0,0.1700550432482665,1363.3172840888537
BH-017,2022-11-01,6191.2,7472.8,2937.2,30,0.25,625.0,1041.0,0.3217650409710354,1207.0034888228454
TM-018,2023-03-01,12044.4,16634.6,7362.1,28,0.25,458.0,547.0,0.37936258470100226,1381.1065723489753
SB-008,2025-07-01,1309.2,2047.4,1017.5,25,0.375,512.0,847.0,0.4373146516525552,1563.8557897952949
TM-024,2025-01-01,0.0,0.0,0.0,0,0.625,,,0.0,0.0
TM-021,2021-02-01,0.0,0.0,0.0,0,0.375,,,0.0,0.0
TM-018,2021-05-01,22829.2,37427.5,7568.2,30,0.25,262.0,1166.0,0.24897524130353252,1639.457361624586
SB-025,2022-12-01,0.0,0.0,0.0,0,0.625,,,0.0,0.0
BH-014,2025-05-01,3033.6,3386.4,1404.7,25,0.75,669.0,933.0,0.3164950544127256,1116.2974683544305
SB-025,2024-08-01,4577.8,8635.1,1458.8,30,0.25,372.0,751.0,0.24165921213928368,1886.2990956354581
SB-013,2024-11-01,15312.4,28677.0,5163.5,30,0.25,413.0,660.0,0.2521745075918519,1872.7959039732505
TM-019,2020-04-01,29522.4,22565.5,4395.6,20,0.5,233.0,1039.0,0.12959490535998586,764.3518142156464
SB-025,2024-12-01,3785.8,8233.1,1312.6,30,0.5,297.0,632.0,0.2574533186882159,2174.731892862803
BH-010,2021-07-01,27741.7,39936.0,8440.3,25,0.375,604.0,498.0,0.23327345088718146,1439.5657079414743
TM-002,2025-07-01,13214.0,17869.4,5958.9,30,0.75,428.0,831.0,0.3107980535026,1352.3081580142273
BH-001,2023-02-01,5707.6,9371.0,3287.1,15,0.375,578.0,926.0,0.3654485419191301,1641.8459597729343
BH-014,2024-07-01,0.0,0.0,0.0,0,0.5,,,0.0,0.0
TM-003,2023-07-01,10505.3,5774.8,1114.9,20,0.5,783.0,1150.0,0.09594499234092359,549.7034830038172
BH-015,2025-05-01,7864.1,8482.6,3477.9,25,0.75,508.0,1155.0,0.3066390407335567,1078.6485421090779
TM-021,2022-03-01,13793.8,20264.3,4296.5,30,0.375,302.0,1108.0,0.2375029712055632,1469.0875610781657
TM-018,2024-04-01,9976.4,12716.5,5663.9,30,0.5,590.0,322.0,0.3621349974105356,1274.6581933362736
TM-018,2022-06-01,17935.3,23596.5,7973.9,28,0.375,692.0,1115.0,0.3077632655581801,1315.6456819791138
BH-010,2024-01-01,4500.0,7310.7,2835.0,28,0.75,480.0,734.0,0.38650306748466257,1624.6
TM-019,2020-09-01,20628.0,15330.0,3861.6,15,0.75,601.0,459.0,0.15768326146609174,743.1646305991856
TM-002,2025-04-01,11830.1,19258.3,6525.3,30,0.25,260.0,519.0,0.355497564749338,1627.906780162467
BH-001,2020-04-01,17349.3,33754.6,3922.4,28,0.75,457.0,1170.0,0.18439522934227165,1945.5885828246674
SB-016,2022-01-01,55578.7,65079.3,13922.8,28,0.625,548.0,786.0,0.20032373402012904,1170.9395865682357
SB-016,2022-04-01,43829.9,45043.5,13320.8,30,0.75,576.0,349.0,0.2330820094941969,1027.6888608005038
BH-011,2020-06-01,25077.7,16181.5,4124.2,30,0.5,603.0,1043.0,0.14123053636920885,645.2545488621365
BH-015,2024-06-01,11374.3,9327.9,3576.5,20,0.5,771.0,345.0,0.2392179682692565,820.085631643266
BH-001,2022-12-01,6166.6,9594.0,3785.9,30,0.75,371.0,1082.0,0.3803968852047224,1555.8006032497647
BH-010,2021-10-01,23963.8,35109.7,6044.5,30,0.375,325.0,514.0,0.20142760502927523,1465.1140470209232
TM-004,2024-08-01,19949.4,18564.7,6870.4,30,0.625,722.0,701.0,0.2561689498057405,930.5893911596338
TM-021,2022-08-01,10762.1,16340.8,4171.7,30,0.5,526.0,777.0,0.2793461811461249,1518.3653747874484
BH-001,2023-11-01,4685.3,6276.2,2678.0,30,0.25,603.0,856.0,0.36369562560265095,1339.551362772928
BH-020,2022-01-01,50259.9,55526.6,15416.6,30,0.375,700.0,525.0,0.23473540764200285,1104.789305191614
BH-020,2025-06-01,4141.8,4341.3,3220.3,30,0.5,519.0,347.0,0.4374159546868421,1048.1674634217006
SB-006,2020-11-01,12175.2,9395.7,4586.6,28,0.75,260.0,661.0,0.2736340965767399,771.7080622905578
BH-001,2019-08-01,24153.1,36318.7,4525.0,30,0.25,256.0,1107.0,0.1577859063187589,1503.6868973340897
BH-017,2023-12-01,2583.6,3748.0,2214.6,30,0.25,266.0,497.0,0.4615480805301988,1450.6889611394954
BH-020,2024-01-01,12639.7,13821.4,6359.4,30,0.5,577.0,437.0,0.33472111836876484,1093.4911429859885
TM-021,2023-04-01,0.0,0.0,0.0,0,0.625,,,0.0,0.0
BH-014,2021-03-01,47957.3,58774.9,5322.4,30,0.25,799.0,349.0,0.099895457369317,1225.5673276018458
SB-006,2024-04-01,4541.8,2856.4,3718.7,28,0.625,395.0,918.0,0.4501785606198172,628.9136465718437
TM-007,2022-12-01,5305.6,3590.5,1892.3,30,0.25,694.0,1024.0,0.2628961224801678,676.7377864897467
BH-001,2024-07-01,3290.6,4712.0,2220.3,28,0.375,225.0,452.0,0.40289244950915465,1431.957697684313
TM-007,2020-10-01,12794.7,8256.0,3226.5,30,0.375,503.0,1168.0,0.20138940903303124,645.2671809421088
SB-008,2022-05-01,8182.7,12823.9,3399.9,30,0.5,768.0,747.0,0.29353513028162936,1567.196646583646
TM-021,2020-07-01,,33786.9,4616.3,30,0.625,278.0,578.0,0.0,0.0
BH-005,2025-05-01,11494.9,12896.4,3363.9,30,0.625,305.0,921.0,0.22639109483942177,1121.9236356993101
TM-024,2024-06-01,1195.5,1543.7,781.6,30,0.625,212.0,524.0,0.3953264882909312,1291.2588874947721
SB-008,2023-02-01,5187.5,7851.4,2222.1,15,0.25,579.0,479.0,0.2998947311595767,1513.5228915662651
TM-021,2023-08-01,7005.8,8367.5,2963.8,30,0.75,395.0,429.0,0.2972837425774354,1194.3675240515001
BH-010,2022-02-01,17297.9,33038.1,5568.0,30,0.375,296.0,322.0,0.24350670649307482,1909.948606478243
BH-014,2023-05-01,11315.3,12205.4,2942.6,30,0.25,495.0,579.0,0.2063838293156776,1078.66340264951
BH-001,2021-04-01,11166.5,21223.4,4590.0,30,0.25,533.0,851.0,0.29130834893536,1900.6313527067568
BH-001,2018-08-01,38625.9,51898.7,2964.3,25,0.5,374.0,445.0,0.0712740020485595,1343.6243556784436
SB-023,2022-04-01,15661.4,20125.6,5296.4,20,0.375,766.0,389.0,0.2527173653723196,1285.0447597277382
TM-021,2022-06-01,11406.5,15316.1,3420.7,30,0.625,661.0,1097.0,0.23070438113736913,1342.7519396835137
BH-011,2025-07-01,3440.4,2056.3,3222.3,28,0.75,679.0,601.0,0.48363276149308837,597.6921288222301
TM-007,2019-09-01,27176.4,16768.4,3127.4,28,0.375,386.0,1041.0,0.10320157867990153,617.0206502700873
SB-013,2024-03-01,20722.0,41344.7,7419.8,28,0.25,278.0,483.0,0.263657619626321,1995.2079915066113
BH-015,2023-11-01,13033.2,12703.3,2898.5,30,0.5,666.0,906.0,0.1819328759642725,974.687720590492
BH-020,2024-07-01,8532.3,7642.2,5002.3,30,0.75,401.0,1178.0,0.3695934863239402,895.6787736014909
TM-002,2025-09-01,0.0,0.0,0.0,0,0.375,,,0.0,0.0
TM-018,2021-09-01,18256.7,35526.8,8043.1,30,0.625,662.0,489.0,0.3058236184305584,1945.9595655293672
BH-005,2025-06-01,11306.3,11860.9,3316.1,30,0.5,409.0,898.0,0.22678219717693401,1049.0522982761825
SB-012,2023-11-01,4136.5,6889.8,3039.2,28,0.75,493.0,616.0,0.4235405605028081,1665.6110238124018
BH-011,2023-12-01,7566.6,4780.9,3103.8,30,0.5,783.0,459.0,0.29087944219523165,631.8425713001876
SB-012,2025-06-01,2269.2,3918.8,2113.7,30,0.375,222.0,727.0,0.48226060370987245,1726.952229860744
BH-001,2021-11-01,8257.5,13573.2,3517.8,25,0.625,391.0,1060.0,0.29874398104506894,1643.7420526793824
SB-016,2023-02-01,40447.3,42207.6,14647.2,30,0.25,257.0,790.0,0.26585593843305594,1043.52082833712
BH-014,2023-02-01,12576.0,16883.9,3813.0,30,0.375,616.0,1189.0,0.23265604978949295,1342.5493002544529
TM-004,2025-07-01,13797.7,15084.8,7411.3,30,0.5,721.0,814.0,0.34944127493045407,1093.283663219232
TM-007,2023-10-01,3715.1,2361.4,1801.2,30,0.5,483.0,1092.0,0.32652321302322207,635.6221905197707
TM-003,2024-09-01,4209.8,2611.6,1074.0,30,0.25,773.0,1076.0,0.20326280328551422,620.3620124471471
SB-012,2020-06-01,17025.1,31337.1,3793.1,30,0.75,529.0,470.0,0.18220115091602543,1840.6411709769695
BH-001,2021-06-01,11844.3,16263.4,4103.3,20,0.25,495.0,726.0,0.2572989039103063,1373.0992967081213
SB-012,2024-05-01,3756.7,5615.1,2320.4,25,0.5,274.0,485.0,0.381826858205394,1494.6894881145688
SB-023,2020-01-01,38181.0,45040.9,4191.8,30,0.625,477.0,593.0,0.09892666993920628,1179.6678976454257
SB-012,2018-07-01,34472.4,60978.6,2430.5,30,0.625,560.0,762.0,0.06586203252318923,1768.9107807985517
SB-012,2025-04-01,2307.5,3562.0,2165.0,30,0.25,683.0,467.0,0.4840693124650643,1543.661971830986
BH-001,2022-11-01,5313.6,8943.2,3188.8,30,0.75,271.0,406.0,0.3750470455400828,1683.0773863294187
SB-012,2018-09-01,35866.9,60564.9,2053.2,30,0.5,530.0,667.0,0.05414542683168029,1688.6014682060618
SB-023,2025-05-01,4476.0,5765.4,3408.0,30,0.375,696.0,396.0,0.4322678843226788,1288.0697050938338
TM-021,2024-05-01,5691.1,5975.1,2839.2,30,0.375,254.0,832.0,0.33283706317480044,1049.9024793097994
BH-010,2022-10-01,10733.8,18319.9,4172.8,30,0.625,701.0,1142.0,0.2799296955710894,1706.7487748979859
BH-015,2025-02-01,9433.6,8638.5,2922.9,30,0.625,261.0,861.0,0.23654756605834987,915.7161635006784
TM-007,2025-02-01,1627.6,1247.1,1375.0,20,0.5,246.0,547.0,0.4579364550722707,766.2202015237159
SB-008,2022-01-01,9978.1,13699.4,4067.5,30,0.5,359.0,841.0,0.2895924702397904,1372.946753389924
BH-020,2022-07-01,37932.0,34443.9,12999.8,30,0.625,639.0,518.0,0.2552393593000836,908.0433407149636
TM-018,2022-03-01,17907.8,29616.5,8206.6,30,0.5,747.0,1151.0,0.31425573629874703,1653.8324082243491
TM-007,2019-11-01,19756.5,14788.2,3200.4,30,0.25,421.0,409.0,0.13940906655515334,748.523270822261
SB-023,2023-09-01,7951.5,10916.2,3077.7,25,0.625,359.0,775.0,0.279050157763029,1372.847890335157
TM-007,2023-05-01,4030.5,2656.7,2458.9,30,0.25,778.0,380.0,0.3789102228249145,659.1489889591862
TM-007,2022-11-01,4644.4,3515.9,2598.9,25,0.75,470.0,827.0,0.358800546712134,757.0192059254156
TM-024,2021-12-01,4338.6,5438.4,2109.7,30,0.625,397.0,1117.0,0.3271715025665679,1253.4919098326648
SB-006,2025-08-01,3044.5,1833.9,3537.6,30,0.75,243.0,529.0,0.5374576502939791,602.3649203481689
BH-001,2023-06-01,4400.4,8897.1,3421.0,30,0.625,770.0,953.0,0.4373897256245685,2021.884374147805
TM-024,2024-09-01,1016.9,1062.7,904.6,30,0.25,482.0,1132.0,0.47077803799115275,1045.0388435441046
TM-018,2025-03-01,7215.8,9205.4,5585.1,30,0.375,430.0,1053.0,0.43630525978642126,1275.7282629784638
SB-016,2024-05-01,20859.3,23929.2,10230.4,30,0.5,591.0,1042.0,0.32906075002331964,1147.1717651119645
SB-012,2021-09-01,11723.4,18464.8,3302.9,30,0.5,476.0,1190.0,0.21980793675089677,1575.0379582714913
SB-006,2018-06-01,29698.9,16139.6,4233.7,30,0.25,502.0,659.0,0.12476792229301616,543.441002865426
BH-001,2024-11-01,2827.9,4474.1,2239.3,30,0.75,648.0,333.0,0.4419205873065993,1582.1280809080943
SB-012,2019-08-01,24041.4,42132.1,3818.0,30,0.375,638.0,818.0,0.13704530607263615,1752.481136705849
TM-007,2024-04-01,2855.9,2023.5,1754.5,30,0.25,275.0,315.0,0.3805526635432935,708.5332119471971
BH-014,2023-07-01,8829.7,12897.9,3520.1,30,0.75,661.0,403.0,0.2850329559992874,1460.7404555081146
SB-025,2022-09-01,15649.8,28200.0,1806.3,25,0.625,458.0,669.0,0.10347672160448211,1801.939960894069
SB-008,2024-08-01,1709.6,2581.8,1062.1,28,0.625,590.0,1143.0,0.38319442941155246,1510.1778193729529
TM-004,2025-01-01,17011.9,19277.3,7796.5,30,0.375,324.0,401.0,0.31426855419938404,1133.1656076040888
